시행횟수,100번,1000번,10000번,100000번
759번째수,,3.22,4.17,3.74
760번째수,,2.52,4.3,1.46
761번째수,,1.47,4.95,2.58
762번째수,,5.68,3.35,4.22
763번째수,,2.45,5.24,5.87
764번째수,,2.49,4.25,2.09
765번째수,,1.09,3.89,2.16
766번째수,,1.54,5.47,2.66
767번째수,,2.49,2.52,4.85
768번째수,,3.24,2.69,5.6
769번째수,,2.61,5.86,1.37
770번째수,,4.58,2.7,4.05
771번째수,,4.4,1.71,2.83
772번째수,,4.04,1.69,4.39
773번째수,,5.81,2.25,3.11
774번째수,,3.55,1.64,2.1
775번째수,,1.43,5.09,3.37
776번째수,,3.21,2.65,2.26
777번째수,,3.21,4.47,5.25
778번째수,,5.55,4.99,1.83
779번째수,,5.28,2.8,1.65
780번째수,,3.07,1.53,5.54
781번째수,,5.0,3.49,3.77
782번째수,,2.71,1.67,4.9
783번째수,,3.61,1.31,3.66
784번째수,,3.35,1.31,2.91
785번째수,,2.04,2.16,1.31
786번째수,,4.67,3.45,4.11
787번째수,,4.67,2.79,1.39
788번째수,,2.72,5.6,3.32
789번째수,,1.08,1.82,5.85
790번째수,,4.28,5.0,1.97
791번째수,,5.29,5.02,4.0
792번째수,,2.74,1.02,5.19
793번째수,,3.16,3.49,4.95
794번째수,,2.8,2.17,2.05
795번째수,,2.51,4.59,2.78
796번째수,,1.95,2.12,3.19
797번째수,,1.33,2.09,3.14
798번째수,,3.02,1.45,5.22
799번째수,,3.02,1.8,1.19
800번째수,,1.91,2.29,4.79
801번째수,,4.18,3.9,2.31
802번째수,,4.03,1.15,5.07
803번째수,,4.58,1.55,3.1
804번째수,,5.64,2.53,2.93
805번째수,,1.24,5.1,2.56
806번째수,,4.01,2.91,2.34
807번째수,,2.82,2.12,1.16
808번째수,,5.47,2.59,2.94
809번째수,,1.98,5.59,1.91
810번째수,,5.98,3.07,5.53
811번째수,,3.7,5.25,3.94
812번째수,,1.46,1.66,2.21
813번째수,,4.88,3.82,1.87
814번째수,,1.71,3.33,3.63
815번째수,,2.31,5.35,3.29
816번째수,,4.93,1.35,1.12
817번째수,,5.47,1.46,2.18
818번째수,,1.2,4.61,3.17
819번째수,,5.09,3.76,3.55
820번째수,,3.14,4.48,2.17
821번째수,,5.18,1.43,4.93
822번째수,,1.19,4.87,2.34
823번째수,,3.78,1.74,1.91
824번째수,,3.85,5.85,4.1
825번째수,,2.55,5.91,1.65
826번째수,,1.61,4.94,4.66
827번째수,,1.74,2.2,3.07
828번째수,,2.58,2.87,5.53
829번째수,,1.65,2.58,4.28
830번째수,,1.11,4.99,2.87
831번째수,,5.62,1.18,5.98
832번째수,,3.01,2.75,1.35
833번째수,,1.33,3.67,3.26
834번째수,,4.68,3.39,5.48
835번째수,,1.03,1.79,5.31
836번째수,,3.55,5.06,5.21
837번째수,,5.7,2.96,4.59
838번째수,,3.15,1.26,4.65
839번째수,,4.75,2.07,3.13
840번째수,,4.95,4.03,4.16
841번째수,,4.79,5.39,2.34
842번째수,,3.02,1.71,1.07
843번째수,,5.46,4.25,2.84
844번째수,,3.75,5.9,2.79
845번째수,,1.37,1.85,5.13
846번째수,,5.32,5.84,2.49
847번째수,,1.93,3.5,3.98
848번째수,,4.67,5.6,5.27
849번째수,,5.66,1.57,1.0
850번째수,,1.28,3.06,4.0
851번째수,,3.8,3.42,2.62
852번째수,,4.52,4.93,4.87
853번째수,,3.43,2.78,4.82
854번째수,,4.96,3.5,1.6
855번째수,,3.84,2.04,4.92
856번째수,,2.11,4.24,4.89
857번째수,,4.85,1.94,1.36
858번째수,,1.04,1.91,3.76
859번째수,,3.02,5.68,2.7
860번째수,,3.67,3.94,2.02
861번째수,,5.46,5.02,1.99
862번째수,,1.24,3.9,3.1
863번째수,,3.08,4.19,1.54
864번째수,,1.78,1.95,3.39
865번째수,,3.56,3.07,2.3
866번째수,,3.37,1.14,3.58
867번째수,,5.86,2.55,2.87
868번째수,,4.07,4.9,4.33
869번째수,,4.31,5.25,1.03
870번째수,,5.76,3.63,3.44
871번째수,,5.79,1.88,5.4
872번째수,,1.51,2.91,2.45
873번째수,,3.2,3.33,4.75
874번째수,,3.24,2.65,1.46
875번째수,,1.56,5.93,2.02
876번째수,,1.86,1.16,1.28
877번째수,,1.81,2.74,4.22
878번째수,,4.45,3.79,2.88
879번째수,,3.96,2.23,4.7
880번째수,,4.17,1.53,2.81
881번째수,,1.72,1.08,4.37
882번째수,,5.94,2.6,5.9
883번째수,,4.59,4.36,4.93
884번째수,,1.89,3.43,2.04
885번째수,,5.35,1.97,5.59
886번째수,,2.47,3.7,4.9
887번째수,,3.32,2.62,4.59
888번째수,,3.74,2.04,1.12
889번째수,,3.52,4.78,3.88
890번째수,,1.6,5.53,2.28
891번째수,,2.91,2.5,5.26
892번째수,,1.65,5.06,1.6
893번째수,,5.04,5.47,1.6
894번째수,,1.9,2.31,5.59
895번째수,,1.07,5.92,3.3
896번째수,,5.73,2.86,1.68
897번째수,,1.97,2.78,3.08
898번째수,,4.35,1.02,5.21
899번째수,,1.44,5.62,5.12
900번째수,,4.95,3.07,3.85
901번째수,,4.11,3.65,2.77
902번째수,,2.47,2.39,3.31
903번째수,,2.14,2.91,2.16
904번째수,,4.47,1.08,4.84
905번째수,,5.57,1.32,2.13
906번째수,,4.56,4.17,2.61
907번째수,,2.33,5.51,1.69
908번째수,,1.82,1.25,5.49
909번째수,,5.53,5.13,1.68
910번째수,,1.5,3.3,2.4
911번째수,,5.6,1.72,3.81
912번째수,,2.89,4.41,5.62
913번째수,,3.8,4.5,5.47
914번째수,,5.26,3.28,2.26
915번째수,,1.18,4.01,4.31
916번째수,,2.72,3.37,3.58
917번째수,,2.12,2.4,2.94
918번째수,,1.03,2.86,5.49
919번째수,,3.2,4.89,3.48
920번째수,,3.55,4.9,5.54
921번째수,,3.84,3.83,5.05
922번째수,,5.77,2.45,4.59
923번째수,,1.97,1.31,4.47
924번째수,,1.03,5.64,5.37
925번째수,,3.03,4.37,4.92
926번째수,,1.78,1.67,2.96
927번째수,,3.07,4.01,4.16
928번째수,,2.71,5.06,5.86
929번째수,,3.31,3.54,2.1
930번째수,,1.61,1.05,2.97
931번째수,,2.26,1.31,3.08
932번째수,,1.83,2.38,2.24
933번째수,,1.23,3.5,4.11
934번째수,,3.98,3.46,5.54
935번째수,,5.43,5.34,4.54
936번째수,,1.85,2.83,3.5
937번째수,,3.47,2.41,2.85
938번째수,,4.25,1.9,1.66
939번째수,,5.17,4.17,1.84
940번째수,,3.01,1.36,3.18
941번째수,,1.08,2.11,3.55
942번째수,,5.22,1.81,4.14
943번째수,,2.5,4.52,3.96
944번째수,,4.19,2.17,3.24
945번째수,,3.15,1.76,2.69
946번째수,,5.3,2.51,4.29
947번째수,,5.39,5.51,4.57
948번째수,,3.28,4.27,5.59
949번째수,,4.86,2.13,5.9
950번째수,,2.7,1.32,3.06
951번째수,,4.85,2.87,5.02
952번째수,,2.25,5.45,1.76
953번째수,,1.38,1.71,2.58
954번째수,,5.7,5.24,3.34
955번째수,,4.65,4.29,3.96
956번째수,,1.16,3.52,4.64
957번째수,,2.64,3.73,5.1
958번째수,,2.13,2.94,2.97
959번째수,,4.28,4.28,1.75
960번째수,,3.91,2.08,4.68
961번째수,,5.87,3.76,2.35
962번째수,,1.78,5.58,3.47
963번째수,,1.78,2.74,4.26
964번째수,,3.78,2.67,5.17
965번째수,,3.88,1.07,2.85
966번째수,,5.44,3.32,2.77
967번째수,,5.32,4.12,5.75
968번째수,,5.45,1.89,4.43
969번째수,,5.39,1.37,4.45
970번째수,,1.55,2.67,5.89
971번째수,,2.93,5.42,5.25
972번째수,,2.18,4.55,5.43
973번째수,,3.57,1.44,2.49
974번째수,,5.38,5.05,3.79
975번째수,,5.41,2.6,4.57
976번째수,,2.12,1.83,2.72
977번째수,,5.08,1.12,5.7
978번째수,,2.96,4.97,5.8
979번째수,,3.88,5.66,2.89
980번째수,,3.09,5.69,4.91
981번째수,,1.96,5.77,3.09
982번째수,,4.5,3.59,5.71
983번째수,,4.85,5.13,5.04
984번째수,,1.09,4.66,4.74
985번째수,,3.94,1.2,1.09
986번째수,,1.58,5.6,2.3
987번째수,,3.03,2.41,3.59
988번째수,,2.23,3.45,1.4
989번째수,,1.93,1.53,1.51
990번째수,,1.15,2.32,4.45
991번째수,,2.1,2.77,3.11
992번째수,,4.98,2.51,1.7
993번째수,,3.01,1.46,3.03
994번째수,,3.89,3.4,1.45
995번째수,,1.41,4.63,4.34
996번째수,,1.11,2.2,3.46
997번째수,,3.52,2.9,1.34
998번째수,,4.96,5.41,3.23
999번째수,,3.51,1.1,3.53
1000번째수,,5.3,1.63,2.76
1001번째수,,,1.68,4.55
1002번째수,,,4.34,2.32
1003번째수,,,3.69,2.82
1004번째수,,,4.5,1.42
1005번째수,,,1.0,5.24
1006번째수,,,2.12,1.88
1007번째수,,,3.81,4.6
1008번째수,,,2.63,5.52
1009번째수,,,4.8,4.07
1010번째수,,,3.12,5.37
1011번째수,,,1.8,2.05
1012번째수,,,2.61,4.03
1013번째수,,,3.76,4.55
1014번째수,,,1.0,4.9
1015번째수,,,4.84,2.24
1016번째수,,,5.52,2.57
1017번째수,,,3.74,2.56
1018번째수,,,2.66,1.27
1019번째수,,,4.51,1.64
1020번째수,,,4.21,5.41
1021번째수,,,3.28,1.03
1022번째수,,,3.33,1.57
1023번째수,,,3.49,3.71
1024번째수,,,2.86,4.37
1025번째수,,,2.59,4.59
1026번째수,,,4.41,4.51
1027번째수,,,5.72,2.8
1028번째수,,,1.19,3.45
1029번째수,,,3.93,4.16
1030번째수,,,5.94,2.19
1031번째수,,,2.18,3.21
1032번째수,,,2.08,2.5
1033번째수,,,5.34,4.27
1034번째수,,,3.03,1.8
1035번째수,,,5.73,1.99
1036번째수,,,3.16,4.82
1037번째수,,,3.62,3.95
1038번째수,,,4.42,2.48
1039번째수,,,3.08,2.56
1040번째수,,,3.05,1.34
1041번째수,,,2.01,3.31
1042번째수,,,3.59,5.44
1043번째수,,,2.35,5.95
1044번째수,,,5.66,3.4
1045번째수,,,2.37,1.44
1046번째수,,,2.52,5.12
1047번째수,,,2.08,5.01
1048번째수,,,4.56,2.38
1049번째수,,,3.77,1.25
1050번째수,,,5.08,1.15
1051번째수,,,1.88,5.11
1052번째수,,,5.85,1.83
1053번째수,,,1.18,1.51
1054번째수,,,3.49,4.13
1055번째수,,,3.0,2.85
1056번째수,,,5.34,4.29
1057번째수,,,5.88,4.91
1058번째수,,,3.52,2.96
1059번째수,,,4.98,4.43
1060번째수,,,5.65,4.92
1061번째수,,,2.64,1.03
1062번째수,,,5.26,2.79
1063번째수,,,2.8,2.52
1064번째수,,,2.03,3.49
1065번째수,,,1.08,1.53
1066번째수,,,1.9,2.49
1067번째수,,,3.46,2.87
1068번째수,,,4.63,2.48
1069번째수,,,1.77,3.38
1070번째수,,,3.04,2.22
1071번째수,,,5.89,5.98
1072번째수,,,5.73,3.08
1073번째수,,,4.23,4.18
1074번째수,,,2.63,4.08
1075번째수,,,5.56,2.23
1076번째수,,,2.54,4.19
1077번째수,,,2.97,3.22
1078번째수,,,3.27,4.6
1079번째수,,,2.98,2.82
1080번째수,,,1.99,4.51
1081번째수,,,1.95,3.7
1082번째수,,,4.95,5.09
1083번째수,,,1.91,3.45
1084번째수,,,1.1,4.58
1085번째수,,,3.5,3.12
1086번째수,,,2.78,2.98
1087번째수,,,1.82,3.63
1088번째수,,,1.01,3.22
1089번째수,,,5.9,3.17
1090번째수,,,2.2,2.7
1091번째수,,,5.1,2.55
1092번째수,,,1.36,1.04
1093번째수,,,5.61,3.71
1094번째수,,,5.19,4.64
1095번째수,,,2.25,5.46
1096번째수,,,4.87,1.67
1097번째수,,,3.17,2.69
1098번째수,,,1.87,4.1
1099번째수,,,3.07,2.78
1100번째수,,,4.74,1.4
1101번째수,,,5.7,5.99
1102번째수,,,1.13,5.88
1103번째수,,,4.76,4.51
1104번째수,,,3.34,1.68
1105번째수,,,1.77,3.17
1106번째수,,,3.74,3.57
1107번째수,,,5.27,4.09
1108번째수,,,5.43,3.45
1109번째수,,,2.79,4.62
1110번째수,,,5.43,5.78
1111번째수,,,5.97,1.34
1112번째수,,,2.37,4.83
1113번째수,,,3.67,4.18
1114번째수,,,4.07,1.88
1115번째수,,,1.34,6.0
1116번째수,,,5.86,3.5
1117번째수,,,5.92,3.67
1118번째수,,,2.11,2.61
1119번째수,,,4.72,4.51
1120번째수,,,4.21,4.73
1121번째수,,,1.73,3.9
1122번째수,,,2.31,5.29
1123번째수,,,5.41,3.72
1124번째수,,,1.11,2.6
1125번째수,,,1.56,5.5
1126번째수,,,5.86,2.56
1127번째수,,,2.87,1.69
1128번째수,,,4.21,2.29
1129번째수,,,4.87,2.01
1130번째수,,,4.57,2.21
1131번째수,,,2.92,3.53
1132번째수,,,2.03,5.49
1133번째수,,,3.01,3.29
1134번째수,,,5.36,2.04
1135번째수,,,3.57,5.21
1136번째수,,,2.69,4.28
1137번째수,,,3.45,4.29
1138번째수,,,5.8,4.32
1139번째수,,,4.22,3.28
1140번째수,,,5.57,4.08
1141번째수,,,5.86,4.28
1142번째수,,,4.6,1.05
1143번째수,,,5.21,4.03
1144번째수,,,2.17,5.67
1145번째수,,,5.6,3.29
1146번째수,,,2.1,2.59
1147번째수,,,4.71,5.52
1148번째수,,,1.5,2.55
1149번째수,,,2.68,5.27
1150번째수,,,1.69,4.91
1151번째수,,,2.25,1.11
1152번째수,,,1.73,1.39
1153번째수,,,2.05,4.35
1154번째수,,,2.62,4.61
1155번째수,,,3.79,4.36
1156번째수,,,1.18,4.83
1157번째수,,,4.76,3.57
1158번째수,,,4.12,4.02
1159번째수,,,2.15,2.19
1160번째수,,,2.05,5.72
1161번째수,,,3.31,1.87
1162번째수,,,1.77,3.2
1163번째수,,,4.71,2.78
1164번째수,,,5.42,1.01
1165번째수,,,2.2,2.36
1166번째수,,,1.0,3.44
1167번째수,,,2.12,1.63
1168번째수,,,1.41,1.39
1169번째수,,,3.95,1.05
1170번째수,,,3.59,5.11
1171번째수,,,1.79,2.51
1172번째수,,,1.67,3.2
1173번째수,,,4.24,2.1
1174번째수,,,3.78,2.5
1175번째수,,,5.63,3.84
1176번째수,,,1.39,3.52
1177번째수,,,4.25,3.1
1178번째수,,,1.52,4.27
1179번째수,,,2.2,1.91
1180번째수,,,4.76,5.76
1181번째수,,,3.69,3.7
1182번째수,,,3.29,5.95
1183번째수,,,5.24,5.47
1184번째수,,,2.37,3.25
1185번째수,,,1.68,3.59
1186번째수,,,1.32,4.79
1187번째수,,,5.05,3.8
1188번째수,,,4.54,1.42
1189번째수,,,5.85,5.67
1190번째수,,,4.83,1.74
1191번째수,,,4.22,5.45
1192번째수,,,4.06,3.82
1193번째수,,,5.05,5.07
1194번째수,,,3.9,2.81
1195번째수,,,3.97,2.77
1196번째수,,,4.06,1.26
1197번째수,,,5.0,4.3
1198번째수,,,4.96,2.75
1199번째수,,,2.83,5.48
1200번째수,,,1.83,3.47
1201번째수,,,1.31,5.17
1202번째수,,,1.75,3.37
1203번째수,,,5.17,3.1
1204번째수,,,2.97,3.24
1205번째수,,,3.29,1.25
1206번째수,,,3.23,1.22
1207번째수,,,5.28,2.22
1208번째수,,,5.28,5.68
1209번째수,,,3.72,2.16
1210번째수,,,4.35,1.66
1211번째수,,,2.74,4.03
1212번째수,,,2.06,1.35
1213번째수,,,1.23,2.56
1214번째수,,,5.96,5.83
1215번째수,,,3.33,5.1
1216번째수,,,3.67,1.78
1217번째수,,,1.67,4.53
1218번째수,,,2.96,3.34
1219번째수,,,5.31,1.12
1220번째수,,,4.2,4.7
1221번째수,,,4.03,1.27
1222번째수,,,2.91,5.15
1223번째수,,,2.12,4.01
1224번째수,,,1.37,1.1
1225번째수,,,4.2,3.19
1226번째수,,,1.68,2.84
1227번째수,,,2.27,3.44
1228번째수,,,1.56,1.1
1229번째수,,,2.63,2.31
1230번째수,,,4.84,1.65
1231번째수,,,1.58,2.95
1232번째수,,,5.19,3.1
1233번째수,,,1.76,1.83
1234번째수,,,2.64,2.76
1235번째수,,,3.42,2.79
1236번째수,,,2.3,4.2
1237번째수,,,4.78,1.03
1238번째수,,,3.41,3.09
1239번째수,,,5.9,4.07
1240번째수,,,5.28,4.56
1241번째수,,,4.36,2.02
1242번째수,,,3.32,5.83
1243번째수,,,4.28,4.83
1244번째수,,,4.23,5.43
1245번째수,,,4.09,5.61
1246번째수,,,3.5,3.34
1247번째수,,,4.31,4.07
1248번째수,,,4.29,2.87
1249번째수,,,5.91,3.42
1250번째수,,,5.44,5.39
1251번째수,,,5.89,5.86
1252번째수,,,6.0,4.6
1253번째수,,,5.03,5.51
1254번째수,,,5.0,4.32
1255번째수,,,1.85,4.21
1256번째수,,,1.54,5.04
1257번째수,,,2.24,3.56
1258번째수,,,2.97,4.77
1259번째수,,,1.4,3.17
1260번째수,,,4.23,4.24
1261번째수,,,1.15,5.87
1262번째수,,,4.32,5.55
1263번째수,,,2.61,1.41
1264번째수,,,4.76,3.76
1265번째수,,,3.19,1.25
1266번째수,,,5.26,4.58
1267번째수,,,3.27,5.68
1268번째수,,,1.31,5.82
1269번째수,,,4.12,3.14
1270번째수,,,2.08,2.15
1271번째수,,,5.05,3.84
1272번째수,,,3.59,5.38
1273번째수,,,1.56,5.59
1274번째수,,,4.02,2.72
1275번째수,,,4.7,4.88
1276번째수,,,3.5,4.77
1277번째수,,,4.04,5.59
1278번째수,,,2.93,4.45
1279번째수,,,2.53,3.42
1280번째수,,,3.66,4.67
1281번째수,,,1.64,3.35
1282번째수,,,3.81,2.99
1283번째수,,,5.66,1.41
1284번째수,,,1.35,1.55
1285번째수,,,5.81,1.73
1286번째수,,,5.73,2.79
1287번째수,,,1.3,4.16
1288번째수,,,2.96,3.67
1289번째수,,,4.83,2.29
1290번째수,,,1.37,3.48
1291번째수,,,1.02,5.44
1292번째수,,,1.08,3.65
1293번째수,,,3.81,1.43
1294번째수,,,4.64,4.13
1295번째수,,,2.85,5.8
1296번째수,,,4.83,4.29
1297번째수,,,4.78,3.76
1298번째수,,,1.58,5.45
1299번째수,,,3.42,2.34
1300번째수,,,3.83,3.12
1301번째수,,,4.58,3.56
1302번째수,,,2.46,5.28
1303번째수,,,4.83,3.45
1304번째수,,,5.57,4.93
1305번째수,,,5.05,3.54
1306번째수,,,1.96,5.94
1307번째수,,,4.03,1.83
1308번째수,,,5.81,5.08
1309번째수,,,4.18,5.6
1310번째수,,,3.71,1.46
1311번째수,,,2.35,4.14
1312번째수,,,4.58,4.87
1313번째수,,,1.41,3.76
1314번째수,,,5.53,3.18
1315번째수,,,5.73,5.63
1316번째수,,,2.0,1.53
1317번째수,,,2.97,2.64
1318번째수,,,3.75,3.24
1319번째수,,,1.81,2.04
1320번째수,,,3.37,1.72
1321번째수,,,4.86,1.91
1322번째수,,,2.12,2.17
1323번째수,,,1.16,3.91
1324번째수,,,2.44,4.41
1325번째수,,,1.09,2.04
1326번째수,,,5.01,5.96
1327번째수,,,2.27,3.23
1328번째수,,,2.25,2.99
1329번째수,,,2.98,5.02
1330번째수,,,5.12,5.83
1331번째수,,,1.95,2.95
1332번째수,,,4.04,3.94
1333번째수,,,3.59,4.42
1334번째수,,,4.3,4.45
1335번째수,,,4.3,1.46
1336번째수,,,2.61,2.1
1337번째수,,,3.19,1.4
1338번째수,,,2.4,4.92
1339번째수,,,5.5,4.99
1340번째수,,,5.57,4.92
1341번째수,,,3.63,1.93
1342번째수,,,1.35,4.25
1343번째수,,,2.97,5.97
1344번째수,,,4.14,3.14
1345번째수,,,3.75,2.06
1346번째수,,,2.84,5.51
1347번째수,,,2.88,4.27
1348번째수,,,5.26,1.83
1349번째수,,,1.72,5.69
1350번째수,,,2.85,5.65
1351번째수,,,5.11,1.53
1352번째수,,,1.69,1.48
1353번째수,,,3.85,1.76
1354번째수,,,5.59,1.54
1355번째수,,,1.85,1.1
1356번째수,,,1.84,2.65
1357번째수,,,5.86,3.58
1358번째수,,,3.81,2.68
1359번째수,,,3.99,2.41
1360번째수,,,5.11,5.31
1361번째수,,,4.18,3.21
1362번째수,,,3.54,4.98
1363번째수,,,5.02,3.19
1364번째수,,,3.7,5.07
1365번째수,,,2.9,3.96
1366번째수,,,5.97,3.73
1367번째수,,,3.43,5.29
1368번째수,,,5.08,4.26
1369번째수,,,3.23,4.94
1370번째수,,,4.46,4.16
1371번째수,,,2.58,5.62
1372번째수,,,2.41,1.59
1373번째수,,,5.66,2.29
1374번째수,,,3.05,5.02
1375번째수,,,4.13,3.24
1376번째수,,,5.47,3.52
1377번째수,,,2.35,5.09
1378번째수,,,4.02,4.81
1379번째수,,,4.12,3.51
1380번째수,,,2.13,4.03
1381번째수,,,1.78,3.97
1382번째수,,,2.38,1.93
1383번째수,,,1.53,1.42
1384번째수,,,4.65,1.09
1385번째수,,,5.73,1.12
1386번째수,,,1.6,2.42
1387번째수,,,4.02,4.13
1388번째수,,,4.89,1.83
1389번째수,,,3.5,3.77
1390번째수,,,4.63,4.13
1391번째수,,,5.14,3.47
1392번째수,,,3.54,2.48
1393번째수,,,3.69,3.08
1394번째수,,,2.83,1.92
1395번째수,,,4.48,5.06
1396번째수,,,5.79,2.01
1397번째수,,,1.85,2.65
1398번째수,,,5.45,3.84
1399번째수,,,5.85,4.87
1400번째수,,,1.91,1.18
1401번째수,,,1.07,4.71
1402번째수,,,2.16,5.17
1403번째수,,,4.03,2.44
1404번째수,,,3.4,3.05
1405번째수,,,2.32,3.83
1406번째수,,,4.82,4.9
1407번째수,,,1.97,2.16
1408번째수,,,1.87,3.82
1409번째수,,,5.29,2.28
1410번째수,,,2.58,2.18
1411번째수,,,2.9,5.13
1412번째수,,,1.41,2.43
1413번째수,,,4.29,4.94
1414번째수,,,2.47,5.69
1415번째수,,,3.1,1.94
1416번째수,,,1.66,4.71
1417번째수,,,5.97,2.96
1418번째수,,,5.05,3.33
1419번째수,,,5.41,1.92
1420번째수,,,5.09,5.14
1421번째수,,,4.44,4.65
1422번째수,,,4.8,3.32
1423번째수,,,2.01,4.74
1424번째수,,,4.14,2.4
1425번째수,,,1.22,4.85
1426번째수,,,5.73,3.98
1427번째수,,,2.97,4.09
1428번째수,,,1.96,5.77
1429번째수,,,2.25,3.71
1430번째수,,,1.45,3.49
1431번째수,,,5.33,3.9
1432번째수,,,5.96,5.71
1433번째수,,,1.8,2.65
1434번째수,,,5.46,3.46
1435번째수,,,2.08,1.43
1436번째수,,,4.08,5.15
1437번째수,,,3.92,1.45
1438번째수,,,5.99,3.59
1439번째수,,,4.16,3.61
1440번째수,,,3.63,3.01
1441번째수,,,3.42,5.7
1442번째수,,,1.67,5.3
1443번째수,,,4.06,3.11
1444번째수,,,4.58,5.84
1445번째수,,,1.05,2.79
1446번째수,,,4.05,2.05
1447번째수,,,4.47,1.23
1448번째수,,,4.43,5.68
1449번째수,,,5.85,3.51
1450번째수,,,1.48,3.02
1451번째수,,,5.37,3.35
1452번째수,,,1.7,1.56
1453번째수,,,1.86,4.9
1454번째수,,,3.29,5.23
1455번째수,,,3.01,4.08
1456번째수,,,1.92,1.82
1457번째수,,,4.08,3.96
1458번째수,,,1.24,4.7
1459번째수,,,1.23,3.35
1460번째수,,,2.81,4.76
1461번째수,,,5.96,5.78
1462번째수,,,3.72,1.11
1463번째수,,,2.52,2.06
1464번째수,,,5.98,4.18
1465번째수,,,3.47,3.64
1466번째수,,,1.31,4.49
1467번째수,,,1.48,1.09
1468번째수,,,5.54,2.23
1469번째수,,,2.8,3.55
1470번째수,,,4.45,3.17
1471번째수,,,1.13,3.24
1472번째수,,,3.73,3.53
1473번째수,,,2.69,4.42
1474번째수,,,3.94,2.83
1475번째수,,,4.25,3.13
1476번째수,,,5.99,2.15
1477번째수,,,5.47,5.91
1478번째수,,,4.7,1.86
1479번째수,,,2.71,3.39
1480번째수,,,2.06,4.33
1481번째수,,,1.57,4.24
1482번째수,,,4.44,1.91
1483번째수,,,2.07,3.39
1484번째수,,,4.74,2.15
1485번째수,,,1.34,3.12
1486번째수,,,1.54,3.12
1487번째수,,,1.57,4.81
1488번째수,,,3.21,1.05
1489번째수,,,5.25,2.25
1490번째수,,,3.62,1.84
1491번째수,,,5.9,3.63
1492번째수,,,1.09,1.86
1493번째수,,,1.86,3.47
1494번째수,,,4.9,4.4
1495번째수,,,1.71,4.74
1496번째수,,,2.75,3.84
1497번째수,,,3.91,2.11
1498번째수,,,5.26,2.62
1499번째수,,,3.76,5.25
1500번째수,,,5.65,4.94
1501번째수,,,5.91,3.08
1502번째수,,,5.41,5.44
1503번째수,,,5.23,1.35
1504번째수,,,4.88,5.8
1505번째수,,,4.65,5.03
1506번째수,,,3.33,4.1
1507번째수,,,3.18,5.43
1508번째수,,,2.65,4.13
1509번째수,,,5.23,5.64
1510번째수,,,3.58,3.59
1511번째수,,,5.04,5.74
1512번째수,,,1.86,2.7
1513번째수,,,2.29,4.71
1514번째수,,,2.58,4.48
1515번째수,,,2.46,1.17
1516번째수,,,2.89,5.62
1517번째수,,,3.82,3.87
1518번째수,,,4.48,2.67
1519번째수,,,2.73,5.43
1520번째수,,,5.16,5.84
1521번째수,,,5.08,2.46
1522번째수,,,5.96,5.61
1523번째수,,,3.14,2.6
1524번째수,,,1.78,3.7
1525번째수,,,3.35,2.26
1526번째수,,,3.06,4.31
1527번째수,,,4.52,4.9
1528번째수,,,3.62,3.79
1529번째수,,,4.82,1.7
1530번째수,,,5.2,2.93
1531번째수,,,4.45,1.11
1532번째수,,,3.81,5.51
1533번째수,,,3.1,1.01
1534번째수,,,3.59,5.61
1535번째수,,,1.02,2.7
1536번째수,,,2.57,3.13
1537번째수,,,5.8,2.78
1538번째수,,,1.04,4.65
1539번째수,,,3.1,3.26
1540번째수,,,2.32,2.92
1541번째수,,,5.24,3.12
1542번째수,,,2.35,2.37
1543번째수,,,3.1,3.51
1544번째수,,,5.05,1.2
1545번째수,,,1.98,1.24
1546번째수,,,3.69,5.15
1547번째수,,,3.74,1.45
1548번째수,,,1.84,2.79
1549번째수,,,2.63,4.13
1550번째수,,,1.62,4.1
1551번째수,,,2.85,5.1
1552번째수,,,5.81,3.12
1553번째수,,,4.42,1.58
1554번째수,,,5.69,3.94
1555번째수,,,1.82,2.46
1556번째수,,,5.7,1.78
1557번째수,,,5.12,4.53
1558번째수,,,3.54,5.99
1559번째수,,,3.36,1.13
1560번째수,,,5.0,3.26
1561번째수,,,2.98,4.59
1562번째수,,,2.44,1.49
1563번째수,,,5.36,2.37
1564번째수,,,3.0,3.78
1565번째수,,,4.07,1.8
1566번째수,,,2.04,2.97
1567번째수,,,4.9,4.58
1568번째수,,,4.36,3.65
1569번째수,,,5.85,1.27
1570번째수,,,2.53,1.59
1571번째수,,,4.46,3.54
1572번째수,,,1.48,4.73
1573번째수,,,4.24,4.42
1574번째수,,,4.32,2.01
1575번째수,,,5.93,4.65
1576번째수,,,1.37,3.0
1577번째수,,,4.69,3.14
1578번째수,,,3.25,4.76
1579번째수,,,2.86,3.13
1580번째수,,,5.87,2.58
1581번째수,,,5.31,1.84
1582번째수,,,2.33,2.23
1583번째수,,,2.5,4.68
1584번째수,,,4.68,4.26
1585번째수,,,4.11,4.61
1586번째수,,,5.51,3.4
1587번째수,,,2.44,2.22
1588번째수,,,1.74,4.33
1589번째수,,,2.61,5.2
1590번째수,,,3.56,5.39
1591번째수,,,5.71,5.56
1592번째수,,,3.81,1.47
1593번째수,,,1.25,2.97
1594번째수,,,4.03,4.56
1595번째수,,,1.61,4.53
1596번째수,,,3.95,1.99
1597번째수,,,3.36,3.68
1598번째수,,,4.89,2.13
1599번째수,,,3.07,3.21
1600번째수,,,5.84,3.44
1601번째수,,,2.35,3.75
